total_trades,winning_trades,losing_trades,win_rate_pct,total_pnl,avg_pnl_per_trade,avg_win,avg_loss,profit_factor,best_trade,worst_trade,avg_holding_minutes,max_drawdown,initial_capital,final_equity,return_pct,transaction_cost_per_trade,total_transaction_cost,gross_pnl
1102,562,540,51.0,37007.5,33.58,670.21,-628.98,1.11,3960.0,-2540.0,283.1,-21222.5,100000,137007.5,37.01,40.0,44080.0,81087.5
