total_trades,winning_trades,losing_trades,win_rate_pct,total_pnl,avg_pnl_per_trade,avg_win,avg_loss,profit_factor,best_trade,worst_trade,avg_holding_minutes,max_drawdown,initial_capital,final_equity,return_pct
153,24,129,15.69,-37.4,-0.24,4.13,-1.06,0.73,21.6,-7.7,17.1,-60.7,100000,99962.6,-0.04
