total_trades,winning_trades,losing_trades,win_rate_pct,total_pnl,avg_pnl_per_trade,avg_win,avg_loss,profit_factor,best_trade,worst_trade,avg_holding_minutes,max_drawdown,initial_capital,final_equity,return_pct,transaction_cost_per_trade,total_transaction_cost,slippage_per_share_per_fill,total_slippage_cost,gross_pnl
1687,755,932,44.75,1162280.0,688.96,8624.89,-5739.82,1.22,20960.0,-7040.0,164.0,-120175.0,1000000,2162280.0,116.23,40.0,67480.0,0.0,0.0,1229760.0
