total_trades,winning_trades,losing_trades,win_rate_pct,total_pnl,avg_pnl_per_trade,avg_win,avg_loss,profit_factor,best_trade,worst_trade,avg_holding_minutes,max_drawdown,initial_capital,final_equity,return_pct
20,16,4,80.0,102.4,5.12,9.1,-10.8,3.37,21.2,-21.8,302.6,-22.3,100000,100102.4,0.1
