total_trades,winning_trades,losing_trades,win_rate_pct,total_pnl,avg_pnl_per_trade,avg_win,avg_loss,profit_factor,best_trade,worst_trade,avg_holding_minutes,max_drawdown,initial_capital,final_equity,return_pct,transaction_cost_per_trade,total_transaction_cost,gross_pnl
1102,576,526,52.27,59047.5,53.58,673.65,-625.42,1.18,3980.0,-2520.0,283.1,-19882.5,100000,159047.5,59.05,20.0,22040.0,81087.5
