total_trades,winning_trades,losing_trades,win_rate_pct,total_pnl,avg_pnl_per_trade,avg_win,avg_loss,profit_factor,best_trade,worst_trade,avg_holding_minutes,max_drawdown,initial_capital,final_equity,return_pct
1102,592,510,53.72,1621.75,1.47,13.5,-12.5,1.25,80.0,-50.0,283.1,-371.65,100000,101621.75,1.62
