total_trades,winning_trades,losing_trades,win_rate_pct,total_pnl,avg_pnl_per_trade,avg_win,avg_loss,profit_factor,best_trade,worst_trade,avg_holding_minutes,max_drawdown,initial_capital,final_equity,return_pct,transaction_cost_per_trade,total_transaction_cost,gross_pnl
1102,515,587,46.73,-5822.5,-5.28,133.72,-127.24,0.92,780.0,-520.0,283.1,-8823.5,100000,94177.5,-5.82,20.0,22040.0,16217.5
