"Token","InstrumentName","ShortName","Series","ExpiryDate","StrikePrice","OptionType","CALevel","PermittedToTrade","IssueCapital","WarningQty","FreezeQty","CreditRating","NormalMarketStatus","OddLotMarketStatus","SpotMarketStatus","AuctionMarketStatus","NormalMarketEligibility","OddLotMarketEligibility","SpotMarketEligibility","AuctionMarketEligibility","IssueRate","IssueStartDate","InterestPaymentDate","IssueMaturityDate","MarginPercentage","MinimumLotQty","LotSize","TickSize","CompanyName","ListingDate","ExpulsionDate","ReAdmissionDate","RecordDate","LowPriceRange","HighPriceRange","SecurityExpiryDate","NoDeliveryStartDate","NoDeliveryEndDate","MF","AON","ParticipantInMarketIndex","BookClsStartDate","BookClsEndDate","ExcerciseStartDate","ExcerciseEndDate","OldToken","AssetInstrument","AssetName","AssetToken","IntrinsicValue","ExtrinsicValue","ExcerciseStyle","EGM","AGM","Interest","Bonus","Rights","Dividends","ExAllowed","ExRejectionAllowed","PlAllowed","IsThisAsset","IsCorpAdjusted","LocalUpdateDatetime","DeleteFlag","Remarks","BasePrice","ExchangeCode"
"825786","OPTIND","BSESEN","OPTION","27-Aug-2026","70000","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",1620,0,20,5,"BSE SENSEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"825789","OPTIND","BSESEN","OPTION","27-Aug-2026","72300","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,25,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"825794","OPTIND","BSESEN","OPTION","27-Aug-2026","74600","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",100,0,20,5,"BSE SENSEX","","","","",0.05,243.9,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"825800","OPTIND","BSESEN","OPTION","27-Aug-2026","76900","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",520,0,20,5,"BSE SENSEX","","","","",0.05,1020.7,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"825804","OPTIND","BSESEN","OPTION","27-Aug-2026","79000","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",44900,0,20,5,"BSE SENSEX","","","","",0.05,1458,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"825835","OPTIND","BANKEX","OPTION","27-Aug-2026","65300","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",420,0,30,5,"BANKEX","","","","",0.05,1455.4,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6537482,"BANKEX"
"825838","OPTIND","BANKEX","OPTION","27-Aug-2026","67600","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",334.65,3945.4,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"825843","OPTIND","BSESEN","OPTION","27-Aug-2026","70900","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"825849","OPTIND","BSESEN","OPTION","27-Aug-2026","75300","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",553.75,5314.35,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"825852","OPTIND","BSESEN","OPTION","27-Aug-2026","77600","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",2960,0,20,5,"BSE SENSEX","","","","",0.05,2727.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"825857","OPTIND","BSESEN","OPTION","27-Aug-2026","79900","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",480,0,20,5,"BSE SENSEX","","","","",0.05,903.7,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"825863","OPTIND","BSESEN","OPTION","27-Aug-2026","80000","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",2800,0,20,5,"BSE SENSEX","","","","",0.05,3844.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"825872","OPTIND","BSESEN","OPTION","27-Aug-2026","82300","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",1664.3,6691.9,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"825886","OPTIND","BANKEX","OPTION","27-Aug-2026","61600","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,67.5,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"825890","OPTIND","BANKEX","OPTION","27-Aug-2026","63900","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,624.55,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"825901","OPTIND","BSESEN","OPTION","27-Aug-2026","71600","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",3833.85,9223.25,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"825905","OPTIND","BSESEN","OPTION","27-Aug-2026","73900","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",100,0,20,5,"BSE SENSEX","","","","",1660.45,6845.75,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"825916","OPTIND","BSESEN","OPTION","27-Aug-2026","80900","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",622.4,5121,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"825967","OPTIND","BSESEN","OPTION","27-Aug-2026","69300","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826037","OPTIND","BANKEX","OPTION","27-Aug-2026","55200","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",8101.1,12642.1,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826041","OPTIND","BANKEX","OPTION","27-Aug-2026","57500","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",5629.55,10170.35,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6544704,"BANKEX"
"826044","OPTIND","BSESEN","OPTION","27-Aug-2026","79300","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",1040,0,20,5,"BSE SENSEX","","","","",0.05,3055.45,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826046","OPTIND","BANKEX","OPTION","27-Aug-2026","59800","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",3517.1,8047.4,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826058","OPTIND","BANKEX","OPTION","27-Aug-2026","62200","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,132.8,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826072","OPTIND","BSESEN","OPTION","27-Aug-2026","72200","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",3246.85,8615.2,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826101","OPTIND","BSESEN","OPTION","27-Aug-2026","75600","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",160,0,20,5,"BSE SENSEX","","","","",0.05,523.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826108","OPTIND","BSESEN","OPTION","27-Aug-2026","77900","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",2540,0,20,5,"BSE SENSEX","","","","",0.05,1696.75,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826122","OPTIND","BANKEX","OPTION","27-Aug-2026","65200","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",1050,0,30,5,"BANKEX","","","","",0.05,2334.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6537482,"BANKEX"
"826126","OPTIND","BANKEX","OPTION","27-Aug-2026","67500","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",150,0,30,5,"BANKEX","","","","",0.05,604.8,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6537482,"BANKEX"
"826155","OPTIND","BSESEN","OPTION","27-Aug-2026","71900","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826157","OPTIND","BSESEN","OPTION","27-Aug-2026","82200","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,238.25,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826173","OPTIND","BANKEX","OPTION","27-Aug-2026","61500","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",1875.3,6310.7,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826175","OPTIND","BANKEX","OPTION","27-Aug-2026","63800","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",98.95,3801.6,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826204","OPTIND","BSESEN","OPTION","27-Aug-2026","80800","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",40,0,20,5,"BSE SENSEX","","","","",0.05,612.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826236","OPTIND","BANKEX","OPTION","27-Aug-2026","59200","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826250","OPTIND","BSESEN","OPTION","27-Aug-2026","69200","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",6218.05,11627.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826263","OPTIND","BSESEN","OPTION","27-Aug-2026","76200","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",220,0,20,5,"BSE SENSEX","","","","",0.05,686.3,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826264","OPTIND","BSESEN","OPTION","27-Aug-2026","78500","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",10880,0,20,5,"BSE SENSEX","","","","",0.05,2218.9,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826276","OPTIND","BANKEX","OPTION","27-Aug-2026","55500","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826283","OPTIND","BANKEX","OPTION","27-Aug-2026","57800","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",30,0,30,5,"BANKEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6537482,"BANKEX"
"826296","OPTIND","BSEFOC","OPTION","27-Aug-2026","39000","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",1305,0,45,5,"BSE FOCUSED IT INDEX","","","","",416.6,2557.65,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3808320,"FOCIT"
"826302","OPTIND","BSESEN","OPTION","27-Aug-2026","70200","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826304","OPTIND","BSESEN","OPTION","27-Aug-2026","72500","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",740,0,20,5,"BSE SENSEX","","","","",0.05,31.45,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826306","OPTIND","BSESEN","OPTION","27-Aug-2026","74800","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",2460,0,20,5,"BSE SENSEX","","","","",0.05,265.45,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826313","OPTIND","BSESEN","OPTION","27-Aug-2026","79200","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",3540,0,20,5,"BSE SENSEX","","","","",0.05,1316.3,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826332","OPTIND","BSEFOC","OPTION","27-Aug-2026","33000","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",225,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,26,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3808320,"FOCIT"
"826342","OPTIND","BANKEX","OPTION","27-Aug-2026","63200","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,351.6,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826346","OPTIND","BANKEX","OPTION","27-Aug-2026","65500","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",1620,0,30,5,"BANKEX","","","","",0.05,1623.2,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6537482,"BANKEX"
"826352","OPTIND","BANKEX","OPTION","27-Aug-2026","67800","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",453.65,4173.65,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826358","OPTIND","BSESEN","OPTION","27-Aug-2026","73200","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",2293.6,7585.1,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826362","OPTIND","BSESEN","OPTION","27-Aug-2026","75500","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",220,0,20,5,"BSE SENSEX","","","","",415.4,5086.5,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826366","OPTIND","BSESEN","OPTION","27-Aug-2026","77800","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",4740,0,20,5,"BSE SENSEX","","","","",0.05,2525.55,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826371","OPTIND","BSESEN","OPTION","27-Aug-2026","80200","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",260,0,20,5,"BSE SENSEX","","","","",265.25,4368.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826376","OPTIND","BSESEN","OPTION","27-Aug-2026","82500","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",1832.85,6910.55,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826388","OPTIND","BSEFOC","OPTION","27-Aug-2026","36000","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",585,0,45,5,"BSE FOCUSED IT INDEX","","","","",1006.05,3567.75,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3808320,"FOCIT"
"826390","OPTIND","BANKEX","OPTION","27-Aug-2026","61800","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,85.25,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826398","OPTIND","BSESEN","OPTION","27-Aug-2026","71800","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",3637.35,9021.2,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826426","OPTIND","BSEFOC","OPTION","27-Aug-2026","30000","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",6593.7,9560.2,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3500290,"FOCIT"
"826472","OPTIND","BSESEN","OPTION","27-Aug-2026","69500","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826479","OPTIND","BSESEN","OPTION","27-Aug-2026","81800","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",1220,0,20,5,"BSE SENSEX","","","","",0.05,317.7,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826496","OPTIND","BANKEX","OPTION","27-Aug-2026","59100","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",4211.65,8749.25,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826543","OPTIND","BANKEX","OPTION","27-Aug-2026","55400","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",7901.55,12442.55,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6537482,"BANKEX"
"826547","OPTIND","BSESEN","OPTION","27-Aug-2026","77200","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",740,0,20,5,"BSE SENSEX","","","","",0.05,1205.15,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826549","OPTIND","BANKEX","OPTION","27-Aug-2026","57700","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",5606.9,10147.7,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826551","OPTIND","BSESEN","OPTION","27-Aug-2026","79500","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",2720,0,20,5,"BSE SENSEX","","","","",0.05,3248.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826557","OPTIND","BANKEX","OPTION","27-Aug-2026","60100","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826568","OPTIND","BSESEN","OPTION","27-Aug-2026","70100","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",5321.05,10728.2,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826590","OPTIND","BSESEN","OPTION","27-Aug-2026","73500","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",340,0,20,5,"BSE SENSEX","","","","",0.05,90.25,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826592","OPTIND","BSESEN","OPTION","27-Aug-2026","75800","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",920,0,20,5,"BSE SENSEX","","","","",0.05,537.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826607","OPTIND","BANKEX","OPTION","27-Aug-2026","63100","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",540.75,4582,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826615","OPTIND","BANKEX","OPTION","27-Aug-2026","65400","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",1830,0,30,5,"BANKEX","","","","",0.05,2148.85,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6537482,"BANKEX"
"826618","OPTIND","BANKEX","OPTION","27-Aug-2026","67700","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,563.45,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6537482,"BANKEX"
"826623","OPTIND","BSEFOC","OPTION","27-Aug-2026","34000","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",585,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,62.9,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3808320,"FOCIT"
"826636","OPTIND","BSESEN","OPTION","27-Aug-2026","80100","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",1780,0,20,5,"BSE SENSEX","","","","",0.05,808.1,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826639","OPTIND","BSESEN","OPTION","27-Aug-2026","82400","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,205.25,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826660","OPTIND","BANKEX","OPTION","27-Aug-2026","61700","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",1691.8,6100.7,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826715","OPTIND","BANKEX","OPTION","27-Aug-2026","57100","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826720","OPTIND","BANKEX","OPTION","27-Aug-2026","59400","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826733","OPTIND","BSESEN","OPTION","27-Aug-2026","69400","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",6018.65,11427.45,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826739","OPTIND","BSESEN","OPTION","27-Aug-2026","74100","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",100,0,20,5,"BSE SENSEX","","","","",0.05,158.45,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826755","OPTIND","BANKEX","OPTION","27-Aug-2026","55700","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826773","OPTIND","BANKEX","OPTION","27-Aug-2026","67100","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",77.2,3377.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6179659,"BANKEX"
"826779","OPTIND","BSESEN","OPTION","27-Aug-2026","70400","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7586780,"SENSEX"
"826788","OPTIND","BSESEN","OPTION","27-Aug-2026","77100","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",100,0,20,5,"BSE SENSEX","","","","",0.05,3215.2,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826794","OPTIND","BSESEN","OPTION","27-Aug-2026","79400","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",1760,0,20,5,"BSE SENSEX","","","","",0.05,1184.4,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7807996,"SENSEX"
"826805","OPTIND","BSEFOC","OPTION","27-Aug-2026","28500","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",8090.3,11057.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3500290,"FOCIT"
